V744A,V744B,V744C,V744D,V744E,education_femme,age_femme,exposition_medias,nb_enfants,quintile_richesse,femme_travaille,education_conjoint,alcool_conjoint,milieu_rural,television,radio,violence_physique
1,1,1,0,0,2,20.84023749104557,0,5,2,1,2,0,1,1,1,1
0,0,0,1,0,2,43.096865501512205,0,4,4,1,0,0,0,2,1,1
0,0,0,0,0,2,50.95288650105658,1,3,5,0,1,0,0,2,0,0
0,0,0,0,0,2,37.498357626399454,1,4,3,0,0,0,0,1,0,0
0,0,1,0,0,2,38.18650584297672,1,1,5,0,1,0,1,1,1,1
0,0,1,0,0,2,29.81202261382271,0,1,5,0,1,0,0,1,0,1
0,1,0,0,0,2,34.57426045468579,1,0,1,0,1,0,1,0,0,1
1,0,1,0,1,2,36.161707952727994,0,2,2,1,2,0,1,1,0,1
0,0,0,0,0,0,31.202071697108206,1,6,2,1,2,0,1,0,0,0
1,0,0,1,0,2,45.4537028547349,0,4,2,1,0,0,1,1,0,1
0,0,0,0,0,0,34.543726231120814,0,4,4,1,1,0,0,1,1,0
0,0,0,0,0,2,35.7420800943791,1,0,2,1,2,0,0,1,2,0
0,0,0,1,0,2,31.393743631839428,0,2,2,1,0,0,0,0,1,1
0,0,0,0,0,1,32.338844738462775,1,2,1,1,1,0,1,0,1,0
0,1,1,0,0,0,44.2340055216234,1,4,3,0,2,0,0,2,2,1
0,0,0,0,0,0,34.25692608856246,1,2,1,1,0,0,1,0,1,0
1,1,0,0,0,1,34.47444398836104,1,4,5,1,2,0,0,2,2,1
0,0,0,0,0,2,34.59447932440252,0,2,4,0,0,0,0,2,2,0
0,0,0,0,0,2,29.510032476698193,0,7,2,0,1,0,1,2,1,0
0,0,1,0,0,0,19.806157854418842,1,5,1,1,2,0,0,1,2,1
0,0,0,0,0,1,47.524939568138024,0,4,1,1,1,0,1,1,1,0
0,0,1,0,0,2,42.835134310670256,1,4,1,1,2,0,1,1,2,1
0,0,0,0,0,1,44.51610596624947,1,9,3,0,2,0,0,0,2,0
0,0,0,1,0,3,22.92557451781132,0,1,4,0,1,0,0,1,1,1
0,0,0,0,0,1,46.337758368176196,0,3,1,1,2,0,1,1,1,0
0,0,0,0,0,2,51.191898319335095,1,5,4,1,0,0,1,1,1,0
0,0,0,0,0,1,42.61684845273696,0,2,3,0,1,0,1,2,1,0
0,0,0,0,0,0,48.22474843643891,0,5,3,0,2,0,1,0,0,0
0,1,0,0,0,1,40.31999205681587,0,4,5,1,1,0,0,1,1,1
0,0,0,0,0,2,25.02654928856648,1,4,5,1,2,0,0,1,1,0
0,0,0,0,1,1,37.62097639501954,1,0,4,1,0,0,0,0,1,1
0,0,0,0,1,2,23.410812892090327,0,5,4,1,2,0,1,1,1,1
0,0,0,0,0,1,27.344420511952656,1,5,4,1,2,0,1,0,1,0
0,0,0,1,0,1,35.8414079858802,0,2,4,1,2,0,1,1,1,1
1,1,0,0,0,2,34.59277177918491,1,5,1,0,2,0,0,0,0,1
1,0,0,0,0,1,37.20660127892538,0,7,5,1,2,0,1,0,2,1
0,1,1,0,0,1,16.233572358362366,0,2,3,1,1,0,0,1,2,1
0,0,1,0,0,1,31.465587095154916,1,1,3,0,1,0,0,2,1,1
0,0,0,0,0,2,38.0056860282895,0,2,2,1,1,0,0,1,1,0
0,0,0,0,0,3,39.85987515480095,0,5,1,0,0,0,0,1,1,0
0,0,0,0,0,2,40.46808871942439,0,4,3,0,1,0,1,1,1,0
0,0,0,0,0,1,35.2367018278266,0,6,4,1,1,0,1,1,1,0
0,0,1,0,0,1,29.37321540520966,0,2,2,1,1,0,1,2,0,1
1,0,1,0,0,0,37.563679232137154,1,3,4,0,1,0,0,2,0,1
0,1,1,0,0,0,30.112668027800986,1,0,1,1,2,0,1,2,1,1
0,0,0,0,0,1,41.27982439815991,0,2,5,1,2,0,1,2,0,0
0,1,1,0,0,1,36.87396396563853,1,1,3,0,1,0,1,0,1,1
0,0,0,0,0,1,32.32598403487463,0,2,4,1,2,0,0,0,2,0
0,0,0,0,0,1,25.748345404855083,1,8,2,1,1,0,0,1,0,0
1,1,0,0,0,1,43.31112159700423,0,3,2,1,1,0,0,1,2,1
0,1,0,0,0,0,38.0991598509793,0,4,4,0,1,0,0,0,1,1
0,1,0,0,1,1,52.45761799232163,0,8,2,1,1,0,0,1,0,1
0,0,0,0,0,2,37.79383915513438,1,2,5,1,2,0,1,1,0,0
1,0,0,0,0,1,38.572227084285814,1,4,4,1,1,0,1,0,2,1
0,0,1,0,0,1,19.2730000168079,0,4,2,1,1,0,0,1,1,1
0,0,0,0,0,0,35.78750472961096,0,2,1,1,1,0,0,1,0,0
0,0,0,0,1,1,29.956287244082525,1,8,3,0,1,0,1,0,1,1
0,1,0,0,0,2,40.58582028220473,1,2,3,1,2,0,0,0,0,1
0,1,0,0,0,0,36.01256532137946,1,5,5,1,1,0,0,1,2,1
0,0,1,0,0,2,42.06304058354108,0,3,4,1,1,0,0,0,1,1
0,0,0,0,0,2,52.73313455984609,0,3,2,0,2,0,0,0,1,0
0,1,0,0,0,2,25.47523055929424,1,5,2,1,2,0,1,1,2,1
1,0,1,0,1,2,41.704371003586104,0,5,3,0,1,0,1,2,2,1
0,0,1,0,0,2,39.25741645133634,0,5,1,1,0,0,0,0,2,1
0,0,0,1,0,0,51.307441527304434,0,4,4,0,2,0,0,0,0,1
0,0,0,0,0,1,39.46007650129391,0,7,1,1,0,0,0,1,1,0
0,1,0,0,0,2,38.49311667111678,1,2,3,0,2,0,0,1,1,1
1,0,0,0,0,3,40.81851504856954,1,0,5,0,2,0,0,2,0,1
0,0,0,0,0,2,41.4677748133931,1,3,5,1,2,0,0,0,1,0
0,0,1,0,0,1,46.425642416025774,0,3,4,1,2,0,0,2,2,1
0,1,0,0,1,1,25.279779676705665,0,2,4,0,0,0,1,0,0,1
0,1,0,0,0,2,29.25124936715447,0,9,5,0,1,0,1,1,1,1
0,0,0,0,0,1,49.03816091116869,0,3,5,1,0,0,1,2,0,0
0,0,0,1,1,2,14.683951007816432,0,2,1,1,1,0,1,2,1,1
0,0,1,0,1,2,32.11201802895743,0,2,1,0,0,0,0,1,1,1
1,0,0,0,0,0,34.29090787337275,0,4,5,1,1,0,0,2,2,1
0,0,0,0,0,2,31.254719518438172,1,2,2,1,1,0,1,1,2,0
0,0,0,0,0,2,47.60281670820497,0,2,2,0,1,0,0,1,0,0
0,0,0,0,0,1,37.32622137261469,1,1,1,0,1,0,0,0,2,0
0,0,1,0,0,2,29.29797882679929,0,1,5,0,1,0,0,1,2,1
0,0,0,0,0,2,26.999993407725896,0,1,1,1,1,0,1,0,2,0
0,1,0,0,0,1,35.520977879985715,0,5,3,0,0,0,0,1,2,1
0,0,0,0,0,0,43.74337254598573,1,4,1,1,1,0,1,2,1,0
0,0,0,0,0,0,34.18719543571848,0,3,1,0,2,0,0,1,1,0
0,1,0,0,0,2,31.649890891402155,0,4,2,0,2,0,1,1,2,1
1,0,0,0,0,1,26.43386169374433,0,7,3,1,0,0,0,0,0,1
0,0,1,0,0,0,36.37856119423049,1,1,1,1,0,0,1,1,2,1
0,0,0,1,0,1,35.86270585804958,1,7,5,0,1,0,1,0,1,1
0,0,0,0,0,0,26.164767335305466,1,2,4,1,1,0,1,0,1,0
0,0,1,0,1,0,42.44567043673603,0,4,1,1,1,1,1,2,1,1
0,0,0,0,0,1,48.76620277606015,1,6,2,0,2,0,0,2,2,0
0,1,0,0,0,2,33.35568110114801,1,2,4,0,1,0,0,1,1,1
1,0,1,0,0,2,35.70988008094768,0,2,5,0,1,0,0,0,1,1
0,0,0,0,0,2,22.624108027357895,0,3,3,1,1,0,1,2,1,0
0,0,0,1,0,2,39.75586258597595,0,5,4,1,1,0,0,0,2,1
0,0,0,1,0,1,37.2168202174254,1,3,5,0,2,0,0,1,2,1
0,0,0,1,0,2,29.86722834084538,0,2,2,1,2,0,0,2,1,1
0,0,1,0,0,1,25.985519573746398,0,1,4,1,1,0,0,1,1,1
0,0,0,1,0,1,50.08240326568144,0,4,3,0,2,0,0,2,0,1
0,0,0,0,0,1,36.45976319547891,0,7,4,0,0,0,0,0,1,0
0,0,1,0,0,1,24.36565694830921,0,7,5,1,1,0,1,0,1,1
0,0,0,1,0,1,40.85656191946234,1,5,4,1,2,0,0,1,1,1
0,1,0,1,0,0,35.0358130091125,0,2,1,0,2,0,0,2,0,1
0,0,0,0,0,2,33.44769867204164,0,2,5,1,1,0,0,1,1,0
0,0,0,0,0,2,42.00058284850061,1,6,1,1,2,0,0,2,1,0
0,1,0,0,0,1,8.601303281768391,1,3,4,1,1,0,0,0,2,1
0,0,1,0,1,3,16.094531616605536,1,4,2,1,1,0,0,1,1,1
0,0,0,0,0,2,45.726734138190636,0,2,4,1,1,0,0,2,2,0
0,0,0,0,0,2,31.701024317042886,0,4,1,1,1,0,1,1,1,0
0,0,0,0,0,2,28.931017787828406,0,2,1,1,2,0,1,0,2,0
0,0,0,0,0,1,20.458860008506125,0,2,1,1,1,0,1,2,2,0
0,1,0,0,0,3,34.702798947088525,0,1,4,1,1,0,1,2,2,1
1,0,0,1,0,2,35.850478992792006,0,4,1,1,1,0,0,1,2,1
0,1,1,0,0,1,46.299576170555014,0,5,5,1,2,0,0,1,0,1
0,0,0,0,0,1,36.363740129260606,1,3,2,0,2,0,0,1,1,0
0,0,1,0,0,1,30.083886532618745,0,1,4,1,2,0,1,0,0,1
0,0,1,0,0,2,36.672793792387445,1,2,4,1,2,0,1,1,2,1
0,1,1,0,0,0,43.218243628874866,0,5,5,1,0,0,1,1,1,1
0,1,0,0,0,2,41.188343028827184,0,2,2,0,0,0,1,1,2,1
0,0,1,1,0,2,38.67934355929222,1,2,4,1,1,0,1,0,2,1
0,0,0,0,0,1,35.45361119860674,1,5,2,1,1,0,0,1,0,0
0,0,0,0,0,2,27.4936569270008,1,7,2,1,0,0,0,1,0,0
1,0,0,0,0,2,23.29497104379506,1,3,4,1,2,0,1,1,0,1
0,0,1,0,0,1,21.82364352688751,0,5,2,0,2,0,0,2,0,1
1,1,0,0,0,1,36.563886477238036,0,1,3,0,0,0,1,2,1,1
0,0,0,0,0,2,37.534004650396206,1,6,1,1,1,0,1,1,1,0
0,0,0,0,0,2,43.07703168821625,0,6,4,0,2,0,0,0,2,0
0,0,0,0,0,2,38.12410622592371,0,3,5,1,1,0,0,2,1,0
0,0,0,0,0,1,42.67310447705741,0,5,3,1,1,0,1,2,0,0
1,0,1,0,0,0,31.68591633503015,1,8,3,1,1,0,0,1,1,1
1,0,0,1,0,3,40.06883490995777,0,4,5,0,0,0,1,2,0,1
1,1,1,0,0,2,23.58632423904772,1,7,1,1,0,0,1,0,1,1
0,0,0,1,0,1,32.34027157755389,1,3,2,1,2,0,0,1,1,1
0,0,1,0,1,2,15.867183880581496,0,2,1,1,1,0,1,0,1,1
0,0,0,0,1,2,33.193737301782726,0,3,3,1,1,0,1,1,0,1
1,0,0,0,1,1,44.290514301581595,1,4,3,0,0,0,1,0,2,1
0,0,0,0,0,2,33.55295904576979,1,5,5,0,1,0,0,1,1,0
0,0,0,0,0,0,39.612972427210984,0,4,4,0,1,0,0,1,2,0
0,0,1,0,0,2,35.44062249104929,0,3,3,1,1,0,0,1,1,1
0,1,0,0,0,1,27.59503994245394,0,5,4,0,0,0,0,0,0,1
1,0,0,0,1,1,31.16417536373348,1,4,3,1,1,0,0,0,1,1
0,0,0,1,0,2,43.871065790952926,1,2,3,0,1,0,1,2,1,1
0,1,0,1,0,2,39.56506871901321,1,4,1,0,1,0,0,0,1,1
0,0,0,0,0,2,27.156359055783557,0,6,1,1,1,0,1,1,0,0
0,1,0,0,0,1,19.996514623143803,0,3,5,1,2,0,0,0,1,1
0,0,0,0,0,2,34.8236732271496,1,3,2,1,2,0,1,1,1,0
0,0,0,0,0,1,27.488517638941296,1,3,2,0,0,0,0,2,0,0
1,1,1,0,0,2,31.249854409201472,0,8,2,1,2,0,1,2,2,1
1,1,0,0,0,2,19.373869977221347,1,6,1,0,0,0,1,2,0,1
0,0,0,1,1,0,42.57900157485504,0,2,5,1,1,0,0,2,0,1
0,0,0,0,0,0,31.99810639241524,0,4,1,1,2,0,0,0,0,0
1,0,0,0,0,3,33.408337731553225,1,5,5,0,2,0,1,1,0,1
0,1,0,0,0,3,25.153748996824937,1,1,4,0,2,0,0,0,0,1
0,0,1,0,0,2,30.320322235505547,1,1,5,0,1,0,1,0,0,1
0,1,0,0,0,1,34.03887591984359,1,3,1,1,2,0,0,1,2,1
0,0,1,0,0,2,27.196707793763785,0,5,2,1,0,0,0,0,2,1
0,0,0,0,0,1,30.89248572437997,0,3,5,0,2,0,1,1,0,0
1,0,0,1,0,1,45.79251024834592,1,4,3,0,1,0,0,1,0,1
0,0,0,0,0,1,16.6246096823916,0,3,3,1,1,0,0,2,2,0
0,1,1,0,0,0,34.616423819870406,1,7,4,1,1,0,0,1,1,1
0,0,0,1,0,1,25.595165577351132,0,1,1,1,1,0,1,1,0,1
0,1,0,0,0,1,45.32935690545976,1,2,4,0,1,0,1,0,2,1
0,0,0,0,0,2,31.219236102213323,1,2,2,1,1,0,1,2,2,0
0,0,0,0,0,2,23.16146245815869,1,3,2,0,2,0,1,2,2,0
0,1,1,1,0,2,30.894826649523324,1,3,3,0,2,0,1,1,0,1
0,0,0,0,0,1,36.15159859693841,0,3,1,0,1,0,1,1,2,0
1,0,0,0,0,1,58.713288855465706,0,7,1,1,0,0,0,0,1,1
0,0,0,0,0,2,13.27876670863467,1,4,1,0,1,0,1,2,0,0
0,1,0,0,1,1,21.748219944644774,1,4,4,0,0,0,0,1,1,1
0,1,0,0,0,1,45.03853558835285,1,2,1,0,2,0,1,1,1,1
0,0,0,0,0,2,18.86667532351566,0,0,1,0,0,0,0,1,2,0
0,1,0,1,0,1,32.98957688249682,0,3,3,1,1,0,0,2,1,1
0,0,0,0,0,2,28.404706624944268,1,2,3,0,0,0,1,2,1,0
0,0,0,1,0,2,26.944056364993997,1,4,2,1,2,0,0,2,0,1
0,1,0,0,0,1,31.298608674841063,0,5,2,1,2,0,0,1,1,1
1,0,0,0,0,1,29.806050693219227,0,8,5,1,0,0,1,1,1,1
1,1,0,1,0,2,42.73067301224523,0,4,1,0,1,0,1,0,1,1
1,0,0,0,1,2,45.253140779220196,0,1,5,1,2,0,0,1,1,1
0,0,0,0,0,2,36.86462686204499,0,4,1,0,1,0,1,2,1,0
0,0,0,0,0,2,30.704525398103186,0,3,3,0,1,0,0,1,1,0
0,0,1,0,0,0,35.30376979851828,1,7,5,1,1,0,0,1,0,1
0,0,0,0,0,0,40.386737770723244,1,3,3,0,1,0,0,0,0,0
0,0,1,0,1,2,42.215794249558876,0,7,2,1,1,0,0,2,2,1
0,0,1,0,0,1,36.341435676960614,0,4,5,0,0,0,0,2,0,1
0,0,0,0,0,2,47.10725243399697,0,5,4,0,2,0,1,2,0,0
1,0,0,0,0,2,27.166437898498938,1,1,2,1,2,0,0,0,2,1
0,1,0,0,0,2,43.50159355079822,0,2,3,0,2,0,1,1,1,1
0,0,0,0,0,1,39.45054672367393,0,6,3,0,2,0,1,2,1,0
0,0,1,0,0,2,27.226996496361043,0,7,3,0,2,0,1,1,2,1
0,1,0,0,0,0,35.063978708905154,0,3,1,1,2,0,1,1,2,1
0,0,0,1,0,2,35.7032950781652,0,6,3,1,2,0,0,1,0,1
0,1,0,0,0,2,31.579098304682855,0,6,1,1,0,0,0,1,0,1
0,0,1,0,0,2,31.47769985057779,1,4,2,1,2,0,0,1,1,1
0,0,0,0,0,1,18.71910302532396,1,6,3,1,2,0,1,0,1,0
0,1,0,0,0,2,26.489814919089422,0,3,1,0,1,0,1,1,0,1
0,0,0,0,1,2,30.683139170637407,0,1,5,1,2,0,0,0,0,1
0,0,0,0,0,0,27.575113976130375,0,7,2,1,1,0,1,2,2,0
1,0,0,0,0,2,24.94232416366858,0,4,1,1,1,0,0,2,1,1
0,0,0,0,1,2,42.768149584006835,1,8,1,0,1,0,1,2,2,1
0,0,0,0,1,2,31.93349669420448,0,4,4,1,0,0,1,2,2,1
0,1,0,0,0,1,53.050698000988824,0,4,4,0,0,0,0,2,1,1
1,0,0,0,0,3,34.97155174131624,0,2,1,0,2,0,0,2,2,1
0,0,0,0,0,2,42.57344329196768,0,3,3,0,2,0,0,0,1,0
0,1,0,1,0,2,30.96446498179511,1,4,3,1,0,0,0,0,0,1
0,0,0,0,0,2,26.746424676925653,1,2,5,1,0,1,1,2,0,0
1,0,0,0,0,1,35.34449760776288,1,3,1,0,1,0,0,1,0,1
0,1,0,0,0,1,44.94829945807867,1,9,2,1,2,0,0,2,0,1
0,1,0,0,0,1,32.07162635027415,0,2,1,0,2,0,1,0,1,1
0,0,0,0,0,1,37.05503710916509,0,6,2,0,1,0,1,0,2,0
0,0,0,0,0,2,35.29531201250725,1,0,2,1,1,0,0,1,2,0
0,0,0,0,0,0,31.98859142298375,1,4,3,1,1,0,0,0,1,0
0,0,0,0,0,2,32.464532471675504,0,7,4,1,2,0,0,2,1,0
0,0,0,0,0,2,23.61418595290175,0,5,5,1,1,0,1,2,1,0
0,1,0,1,0,1,32.79687663841981,0,5,1,0,0,0,0,1,2,1
0,1,0,0,0,1,38.975633859567274,1,4,4,1,2,0,0,0,2,1
1,1,1,0,0,2,35.6501226987364,1,6,4,0,1,0,1,0,1,1
0,0,0,0,0,1,34.612878907019024,1,3,3,1,0,0,0,2,1,0
0,1,0,0,0,1,39.64260644985402,0,3,4,1,2,0,1,2,0,1
0,0,1,0,0,2,34.71289466627251,1,1,2,0,2,0,1,2,1,1
0,0,0,0,0,2,33.02941823132193,0,4,1,0,2,0,0,2,1,0
0,0,1,1,1,2,39.7369917847376,0,1,1,1,2,1,1,0,2,1
0,0,0,0,0,2,34.1703764506454,0,4,1,1,1,0,1,1,2,0
0,1,0,0,0,2,30.69966376447529,0,2,5,1,2,0,1,1,0,1
0,0,0,0,0,1,37.25491337286649,0,4,5,1,1,0,0,0,2,0
0,0,0,0,0,3,32.572468828224835,0,4,2,0,1,0,0,2,1,0
0,1,0,1,0,1,30.28192484815901,1,4,3,1,1,0,0,2,2,1
0,0,0,0,0,2,34.345426694366914,1,4,2,1,1,0,0,0,0,0
1,1,0,1,0,2,34.4539448670628,0,2,2,0,0,0,0,1,2,1
0,0,1,0,0,2,22.63629006740464,0,2,3,0,1,0,0,2,0,1
1,0,0,0,0,3,35.999043345891145,0,5,5,1,1,0,1,2,2,1
0,1,0,1,0,1,50.07256949649208,0,8,2,0,2,0,0,2,2,1
1,0,0,0,0,1,23.789615916180907,1,2,4,0,1,0,1,2,0,1
0,0,0,0,0,0,28.226045770162063,1,2,1,1,2,0,1,1,1,0
0,0,0,0,0,1,58.75424387612222,0,7,2,0,2,0,0,0,1,0
0,0,0,0,0,2,25.254165998609768,0,1,1,1,2,0,0,0,2,0
0,0,0,0,1,0,44.863427717615906,0,3,5,1,2,0,1,1,1,1
0,0,0,0,0,2,30.773032752076176,0,1,1,0,0,0,1,1,0,0
0,0,1,0,0,2,33.459301928480414,0,3,4,1,2,0,0,2,1,1
0,0,0,0,0,1,31.680139394402502,0,2,3,1,0,0,0,0,2,0
0,0,0,1,0,1,36.859015779770196,0,5,3,1,1,0,1,2,1,1
0,0,0,0,0,0,18.208295458559526,1,5,5,1,1,0,0,1,0,0
0,0,0,0,0,2,34.63222225380318,0,5,3,1,1,0,0,1,0,0
0,1,0,0,0,2,29.14873480090955,1,2,1,1,1,0,1,1,1,1
0,1,0,0,0,1,15.573412777020831,0,6,5,0,2,0,0,2,1,1
0,0,1,0,0,0,43.32426795750976,0,2,2,0,2,0,1,0,1,1
0,1,0,0,0,1,13.300224270045277,0,4,1,0,1,0,1,1,0,1
0,0,0,0,0,1,52.88054994265221,0,3,3,1,1,0,0,1,1,0
0,0,0,0,0,2,38.637664621934135,0,6,2,1,0,0,1,0,2,0
0,0,0,0,0,2,20.24273916436723,0,9,5,0,2,0,0,1,1,0
0,0,0,0,0,1,45.34427092656001,0,2,3,1,1,0,0,1,0,0
0,0,0,0,0,2,25.921470950466603,0,7,1,1,2,0,0,2,0,0
0,0,0,0,0,1,26.34513788921445,1,1,1,1,0,0,0,2,1,0
0,1,0,0,0,1,16.15097609124591,0,5,1,0,1,0,0,0,2,1
0,1,0,0,0,2,24.865145030994423,0,3,4,0,1,0,0,1,0,1
1,0,0,0,0,0,25.960630421344312,1,3,1,1,2,0,0,0,1,1
0,0,0,0,0,1,40.50875859631444,1,3,2,0,2,0,0,2,1,0
0,0,0,1,1,2,43.754902955002095,1,4,4,0,1,0,0,1,2,1
0,0,0,0,0,1,21.36066435860853,0,4,3,1,1,0,0,0,0,0
0,0,0,0,0,1,35.41602171502827,0,2,3,1,2,0,1,0,1,0
0,0,0,0,0,2,15.785631724705201,1,8,3,0,2,0,0,1,1,0
0,0,0,0,0,1,35.451406406464834,0,4,1,0,0,0,1,0,0,0
0,1,0,0,0,0,53.00734568089055,1,4,4,1,0,0,0,1,2,1
1,0,1,1,0,0,16.34774441212096,0,3,5,1,1,0,0,1,0,1
0,0,0,0,0,2,23.463601157848448,1,3,1,0,1,0,1,1,1,0
1,0,1,0,0,1,39.663659495534674,1,3,2,0,1,0,0,0,2,1
0,0,0,0,0,2,40.7603086172225,0,6,2,0,0,0,1,0,2,0
0,1,0,0,0,2,24.14761427081175,0,4,1,1,1,0,0,2,1,1
0,0,0,0,0,1,46.604310138830286,1,1,2,0,2,0,0,2,1,0
0,1,0,0,0,2,25.315120578004137,0,4,1,1,0,0,0,1,1,1
0,1,1,1,0,2,48.46324875070789,0,4,3,0,1,0,0,1,0,1
0,0,0,0,0,1,37.258460698780596,1,4,3,1,2,0,0,2,1,0
0,0,0,0,0,2,44.72229998394438,1,10,3,1,0,0,1,0,0,0
1,1,0,0,0,2,36.34870157426879,0,3,2,0,1,0,0,1,0,1
0,1,0,0,0,0,39.00976617049526,1,4,5,1,1,0,0,0,2,1
0,0,0,0,0,1,39.5042324971869,0,1,3,0,0,0,0,0,2,0
0,1,0,0,0,0,43.54651484649056,0,5,5,0,1,0,0,1,2,1
0,1,0,1,1,1,32.59470145853589,0,5,2,1,2,1,0,1,0,1
0,0,1,0,0,1,24.530894333705326,0,1,4,1,1,0,1,2,0,1
0,0,0,0,0,2,32.16586611887213,0,4,1,0,0,0,1,1,2,0
1,1,0,0,0,1,26.69236316945932,0,3,4,0,1,0,0,0,1,1
0,0,0,0,0,0,27.300729397110647,0,3,4,1,2,0,1,0,2,0
0,0,1,0,0,1,48.28942833014379,0,2,2,1,2,0,1,0,1,1
0,0,0,0,0,2,38.69136938403402,0,5,5,0,2,0,0,0,0,0
0,0,0,0,0,1,38.263658584766105,0,3,3,0,2,0,1,0,2,0
0,0,1,0,0,1,42.87558494451647,0,5,2,1,1,0,1,2,0,1
1,1,0,0,0,1,38.64284758271816,0,2,1,1,1,0,0,0,1,1
0,0,0,1,0,2,50.26382070195411,0,4,1,0,1,0,1,1,1,1
0,0,0,0,0,1,13.419807746691102,0,2,1,0,0,0,1,1,2,0
0,0,1,1,0,0,23.622388710289965,0,2,3,1,1,0,1,1,2,1
0,0,1,1,0,1,26.38375181198951,1,1,3,0,1,0,1,0,1,1
0,0,0,1,0,1,20.105836759520656,0,3,3,1,1,0,1,2,1,1
0,0,0,1,0,2,33.95018177328802,1,2,5,1,0,0,1,1,1,1
0,0,0,1,0,0,34.387374067498676,1,10,1,0,2,0,0,1,0,1
0,0,0,0,0,1,51.270627019155576,1,6,2,1,1,0,0,1,1,0
0,0,1,0,0,2,41.305239019230164,0,4,5,0,2,0,0,1,1,1
0,0,1,0,0,1,28.18000418716089,1,6,1,0,0,0,1,0,0,1
0,1,0,0,0,2,37.49754316862595,1,5,1,1,1,0,0,0,1,1
0,0,0,0,0,1,15.909084880013609,1,3,2,1,0,0,0,2,1,0
0,0,0,0,0,3,34.22297360641343,0,5,4,1,1,0,0,2,0,0
0,0,0,0,0,3,33.72572202589134,0,6,3,0,2,0,0,1,0,0
0,0,0,1,0,2,24.510494204505797,0,4,3,1,2,0,1,2,0,1
0,0,0,0,0,3,31.028864470820718,0,3,5,1,1,0,1,0,2,0
0,0,0,0,0,1,26.459401349728388,0,2,3,0,0,0,1,0,2,0
1,0,0,0,1,2,24.22732854053296,0,2,5,1,1,0,1,2,2,1
0,1,0,0,0,1,39.17284200690924,0,5,1,1,1,0,1,2,2,1
0,1,1,0,0,2,42.515374102479534,1,2,2,1,0,0,1,0,0,1
0,0,1,1,1,1,37.64295853112775,0,8,4,0,2,0,0,1,1,1
0,0,0,0,0,1,28.825626574397873,0,1,1,1,1,0,0,1,1,0
1,0,0,0,0,3,26.738251551632224,1,4,1,1,2,0,0,1,1,1
0,1,0,0,0,1,29.11490016101618,0,5,2,0,1,0,1,1,1,1
1,1,1,0,0,2,30.85392658404516,1,5,5,0,2,0,0,0,1,1
1,0,0,0,0,2,24.789560598816347,0,7,1,1,1,0,1,1,1,1
1,0,0,0,0,1,42.700563080737,1,4,5,0,2,0,0,1,0,1
0,0,0,1,0,1,31.018854298069115,1,4,4,1,1,0,0,1,1,1
0,0,1,0,0,0,40.01339190479917,1,4,3,1,0,0,1,0,0,1
0,0,0,0,0,2,19.880736165628022,0,4,1,1,0,0,1,1,0,0
0,0,0,1,0,3,26.498433430649698,1,6,3,0,1,0,1,0,2,1
0,0,0,1,0,2,40.892358593518885,0,3,2,1,1,0,1,0,1,1
0,1,1,0,0,2,41.02397758068146,0,2,4,1,2,0,0,2,2,1
0,1,0,0,0,0,21.716471513277753,1,4,3,1,0,1,1,1,2,1
0,0,0,0,0,1,35.71854054677625,0,5,5,1,2,0,0,2,1,0
0,0,0,0,0,1,35.96262279053185,0,3,1,0,1,0,0,1,2,0
0,1,0,0,0,2,26.313615578061025,1,4,5,1,1,0,0,0,0,1
1,0,0,0,0,1,36.22008133517482,0,2,2,0,0,0,0,1,0,1
0,0,0,0,0,2,18.20179919287183,1,4,3,0,2,0,1,1,2,0
1,0,0,0,0,2,24.2799057673731,1,4,5,1,0,0,0,2,2,1
0,0,1,0,0,0,38.47030889460227,0,2,4,0,1,0,0,1,2,1
0,0,0,1,0,0,33.17435240591269,1,3,5,1,1,0,0,2,2,1
1,0,0,0,0,0,33.65720904654346,0,1,5,1,1,0,0,1,1,1
0,0,0,0,0,2,31.271731031493687,0,4,3,1,1,0,1,1,0,0
1,0,0,0,0,1,37.89319400825147,0,5,3,1,2,0,0,0,2,1
0,0,1,0,0,1,38.341401108741024,0,5,2,1,1,0,0,2,0,1
0,0,0,0,0,2,40.260932448630605,1,5,2,1,0,0,0,0,0,0
0,1,0,0,0,0,34.06872356243514,1,3,2,0,0,0,1,2,2,1
0,0,0,0,0,1,29.28776988399607,0,3,4,0,0,0,1,1,0,0
0,0,0,0,0,2,27.719747391467195,0,2,3,1,2,0,1,2,1,0
0,0,0,0,0,2,23.07132608007649,0,4,4,0,1,0,1,1,1,0
0,0,0,0,0,2,29.154054661272752,0,0,4,1,2,0,1,2,1,0
0,0,1,0,0,1,27.26062579570167,0,2,5,0,2,0,0,2,1,1
1,0,0,0,1,1,47.794682414597844,1,2,1,1,2,0,0,1,0,1
1,0,0,0,0,2,23.163480402016663,0,6,5,1,1,0,0,2,2,1
0,0,0,0,0,0,42.54746769259559,0,5,3,1,0,0,0,1,1,0
0,0,1,0,0,2,30.41003712707916,0,8,5,0,2,0,0,1,1,1
0,0,0,0,0,1,30.979801526958262,0,0,5,1,0,0,1,1,0,0
0,0,0,0,0,1,36.63104924268595,0,2,2,0,0,0,1,0,0,0
0,0,0,0,0,1,19.707600765255094,1,5,4,0,2,1,1,1,1,0
1,0,1,0,0,2,25.460231864994654,0,5,4,1,2,0,1,2,1,1
