violence_physique,viol_phys_mod,viol_phys_sev,age_femme,education_femme,sit_matrimoniale,enceinte,lecture_journal,ecoute_radio,regarde_tv,score_media,age_conjoint,ecart_age,education_conjoint,conjoint_alcool,region,milieu
0,0.0,0.0,34,Secondaire,Mariee,Non,Jamais,Jamais,Au_moins_1x_sem,0.6666666666666666,62.0,28.0,Aucun,Oui,Littoral,Urbain
0,0.0,0.0,37,Primaire,Mariee,Non,Jamais,Jamais,Au_moins_1x_sem,0.6666666666666666,40.0,3.0,Primaire,Oui,Littoral,Urbain
1,1.0,0.0,28,Secondaire,Union_libre,Non,Moins_1x_sem,Jamais,Au_moins_1x_sem,1.0,30.0,2.0,Superieur,Oui,Littoral,Urbain
1,1.0,1.0,29,Secondaire,Union_libre,Non,Jamais,Jamais,Au_moins_1x_sem,0.6666666666666666,29.0,0.0,Superieur,Oui,Littoral,Urbain
1,1.0,0.0,23,Secondaire,Union_libre,Non,Jamais,Jamais,Au_moins_1x_sem,0.6666666666666666,30.0,7.0,Superieur,Oui,Littoral,Urbain
0,0.0,0.0,25,Secondaire,Mariee,Oui,Jamais,Moins_1x_sem,Au_moins_1x_sem,1.0,30.0,5.0,Superieur,Oui,Littoral,Urbain
0,0.0,0.0,38,Superieur,Mariee,Non,Moins_1x_sem,Moins_1x_sem,Au_moins_1x_sem,1.3333333333333333,37.0,-1.0,Superieur,Oui,Littoral,Urbain
0,0.0,0.0,31,Secondaire,Mariee,Oui,Au_moins_1x_sem,Au_moins_1x_sem,Au_moins_1x_sem,2.0,33.0,2.0,Superieur,Oui,Adamaoua,Urbain
0,0.0,0.0,29,Primaire,Mariee,Non,Jamais,Jamais,Au_moins_1x_sem,0.6666666666666666,35.0,6.0,Superieur,Non,Adamaoua,Urbain
0,0.0,0.0,30,Primaire,Mariee,Non,Jamais,Jamais,Au_moins_1x_sem,0.6666666666666666,50.0,20.0,Secondaire,Oui,Adamaoua,Urbain
0,0.0,0.0,25,Secondaire,Mariee,Oui,Jamais,Au_moins_1x_sem,Au_moins_1x_sem,1.3333333333333333,32.0,7.0,Superieur,Non,Adamaoua,Urbain
0,0.0,0.0,22,Primaire,Mariee,Non,Jamais,Jamais,Au_moins_1x_sem,0.6666666666666666,45.0,23.0,Superieur,Non,Adamaoua,Urbain
0,0.0,0.0,23,Secondaire,Mariee,Non,Jamais,Moins_1x_sem,Au_moins_1x_sem,1.0,26.0,3.0,Superieur,Non,Adamaoua,Urbain
0,0.0,0.0,25,Aucun,Mariee,Non,Jamais,Jamais,Jamais,0.0,30.0,5.0,Aucun,Oui,Adamaoua,Urbain
0,0.0,0.0,23,Secondaire,Mariee,Non,Jamais,Jamais,Jamais,0.0,32.0,9.0,Superieur,Non,Adamaoua,Urbain
0,0.0,0.0,30,Secondaire,Mariee,Non,Jamais,Jamais,Au_moins_1x_sem,0.6666666666666666,32.0,2.0,Superieur,Oui,Adamaoua,Urbain
0,0.0,0.0,26,Secondaire,Mariee,Non,Jamais,Jamais,Au_moins_1x_sem,0.6666666666666666,34.0,8.0,Superieur,Non,Adamaoua,Urbain
1,1.0,0.0,19,Primaire,Mariee,Non,Jamais,Jamais,Jamais,0.0,25.0,6.0,Aucun,Non,Adamaoua,Urbain
1,1.0,0.0,24,Secondaire,Mariee,Non,Au_moins_1x_sem,Au_moins_1x_sem,Au_moins_1x_sem,2.0,33.0,9.0,Superieur,Oui,Adamaoua,Urbain
1,1.0,1.0,31,Superieur,Mariee,Non,Au_moins_1x_sem,Au_moins_1x_sem,Au_moins_1x_sem,2.0,37.0,6.0,Superieur,Oui,Sud_Ouest,Urbain
0,0.0,0.0,36,Superieur,Mariee,Non,Moins_1x_sem,Au_moins_1x_sem,Au_moins_1x_sem,1.6666666666666667,36.0,0.0,Superieur,Non,Sud_Ouest,Urbain
1,1.0,0.0,22,Primaire,Union_libre,Non,Jamais,Au_moins_1x_sem,Au_moins_1x_sem,1.3333333333333333,30.0,8.0,Secondaire,Oui,Sud_Ouest,Urbain
0,0.0,0.0,43,Superieur,Mariee,Non,Jamais,Au_moins_1x_sem,Au_moins_1x_sem,1.3333333333333333,54.0,11.0,Superieur,Non,Sud_Ouest,Urbain
0,0.0,0.0,28,Superieur,Union_libre,Non,Moins_1x_sem,Au_moins_1x_sem,Au_moins_1x_sem,1.6666666666666667,30.0,2.0,Superieur,Non,Sud_Ouest,Urbain
0,0.0,0.0,32,Secondaire,Mariee,Non,Jamais,Au_moins_1x_sem,Au_moins_1x_sem,1.3333333333333333,38.0,6.0,Superieur,Non,Sud_Ouest,Urbain
1,1.0,1.0,32,Secondaire,Mariee,Non,Jamais,Jamais,Au_moins_1x_sem,0.6666666666666666,39.0,7.0,Superieur,Oui,Sud_Ouest,Urbain
0,0.0,0.0,26,Secondaire,Mariee,Non,Jamais,Moins_1x_sem,Au_moins_1x_sem,1.0,35.0,9.0,Superieur,Non,Sud_Ouest,Urbain
1,1.0,1.0,33,Secondaire,Separee,Non,Jamais,Au_moins_1x_sem,Au_moins_1x_sem,1.3333333333333333,38.0,8.0,Superieur,Oui,Sud_Ouest,Urbain
0,0.0,0.0,33,Secondaire,Mariee,Non,Jamais,Moins_1x_sem,Au_moins_1x_sem,1.0,35.0,2.0,Superieur,Oui,Sud_Ouest,Urbain
0,0.0,0.0,35,Primaire,Mariee,Non,Jamais,Au_moins_1x_sem,Au_moins_1x_sem,1.3333333333333333,35.0,0.0,Superieur,Non,Sud_Ouest,Urbain
0,0.0,0.0,28,Secondaire,Union_libre,Non,Jamais,Jamais,Au_moins_1x_sem,0.6666666666666666,38.0,10.0,Superieur,Oui,Sud_Ouest,Urbain
0,0.0,0.0,19,Secondaire,Mariee,Oui,Jamais,Au_moins_1x_sem,Au_moins_1x_sem,1.3333333333333333,29.0,10.0,Superieur,Oui,Sud,Rural
0,0.0,0.0,45,Primaire,Mariee,Non,Jamais,Jamais,Moins_1x_sem,0.3333333333333333,52.0,7.0,Superieur,Oui,Sud,Rural
0,0.0,0.0,33,Secondaire,Mariee,Non,Jamais,Au_moins_1x_sem,Au_moins_1x_sem,1.3333333333333333,41.0,8.0,Superieur,Non,Sud,Rural
1,1.0,0.0,29,Primaire,Mariee,Non,Jamais,Moins_1x_sem,Moins_1x_sem,0.6666666666666666,49.0,20.0,Primaire,Oui,Sud,Rural
0,0.0,0.0,27,Secondaire,Mariee,Non,Moins_1x_sem,Au_moins_1x_sem,Moins_1x_sem,1.3333333333333333,35.0,8.0,Superieur,Oui,Sud,Rural
0,0.0,0.0,45,Primaire,Mariee,Non,Jamais,Au_moins_1x_sem,Moins_1x_sem,1.0,68.0,23.0,Secondaire,Oui,Sud,Rural
1,1.0,0.0,31,Secondaire,Mariee,Oui,Jamais,Au_moins_1x_sem,Moins_1x_sem,1.0,37.0,6.0,Superieur,Non,Sud,Rural
1,1.0,0.0,39,Primaire,Mariee,Non,Jamais,Moins_1x_sem,Au_moins_1x_sem,1.0,56.0,17.0,Superieur,Oui,Sud,Rural
0,0.0,0.0,38,Primaire,Mariee,Non,Jamais,Jamais,Au_moins_1x_sem,0.6666666666666666,48.0,10.0,Superieur,Oui,Sud,Rural
0,0.0,0.0,29,Primaire,Mariee,Non,Jamais,Jamais,Jamais,0.0,56.0,27.0,Secondaire,Non,Sud,Rural
0,0.0,0.0,24,Secondaire,Veuve,Non,Jamais,Moins_1x_sem,Moins_1x_sem,0.6666666666666666,38.0,8.0,Superieur,Oui,Sud,Rural
0,0.0,0.0,36,Secondaire,Separee,Non,Jamais,Moins_1x_sem,Moins_1x_sem,0.6666666666666666,38.0,8.0,Superieur,Oui,Sud,Rural
0,0.0,0.0,47,Primaire,Mariee,Non,Jamais,Moins_1x_sem,Moins_1x_sem,0.6666666666666666,60.0,13.0,Primaire,Oui,Sud,Rural
0,0.0,0.0,42,Secondaire,Mariee,Non,Jamais,Jamais,Jamais,0.0,60.0,18.0,Secondaire,Non,Sud,Rural
1,1.0,1.0,38,Primaire,Separee,Non,Jamais,Jamais,Au_moins_1x_sem,0.6666666666666666,38.0,8.0,Superieur,Oui,Littoral,Urbain
0,0.0,0.0,26,Secondaire,Union_libre,Non,Jamais,Jamais,Au_moins_1x_sem,0.6666666666666666,26.0,0.0,Superieur,Non,Littoral,Urbain
1,1.0,0.0,32,Superieur,Separee,Non,Moins_1x_sem,Jamais,Au_moins_1x_sem,1.0,38.0,8.0,Superieur,Oui,Littoral,Urbain
0,0.0,0.0,40,Superieur,Mariee,Non,Moins_1x_sem,Moins_1x_sem,Moins_1x_sem,1.0,66.0,26.0,Superieur,Oui,Littoral,Urbain
1,1.0,1.0,35,Superieur,Mariee,Non,Au_moins_1x_sem,Jamais,Moins_1x_sem,1.0,42.0,7.0,Superieur,Non,Littoral,Urbain
1,1.0,0.0,31,Secondaire,Mariee,Non,Au_moins_1x_sem,Au_moins_1x_sem,Au_moins_1x_sem,2.0,34.0,3.0,Superieur,Oui,Littoral,Urbain
1,1.0,1.0,45,Aucun,Separee,Non,Jamais,Jamais,Moins_1x_sem,0.3333333333333333,38.0,8.0,Superieur,Non,Littoral,Urbain
0,0.0,0.0,29,Superieur,Mariee,Non,Jamais,Au_moins_1x_sem,Au_moins_1x_sem,1.3333333333333333,29.0,0.0,Superieur,Non,Littoral,Urbain
0,0.0,0.0,32,Secondaire,Mariee,Non,Jamais,Jamais,Au_moins_1x_sem,0.6666666666666666,37.0,5.0,Superieur,Non,Littoral,Urbain
0,0.0,0.0,44,Secondaire,Separee,Non,Moins_1x_sem,Moins_1x_sem,Moins_1x_sem,1.0,38.0,8.0,Superieur,Non,Littoral,Urbain
0,0.0,0.0,27,Secondaire,Union_libre,Non,Jamais,Jamais,Jamais,0.0,30.0,3.0,Superieur,Oui,Littoral,Urbain
0,0.0,0.0,24,Secondaire,Mariee,Non,Jamais,Jamais,Au_moins_1x_sem,0.6666666666666666,39.0,15.0,Superieur,Non,Littoral,Urbain
1,1.0,0.0,21,Secondaire,Union_libre,Non,Jamais,Jamais,Au_moins_1x_sem,0.6666666666666666,25.0,4.0,Superieur,Non,Littoral,Urbain
0,0.0,0.0,29,Primaire,Mariee,Non,Au_moins_1x_sem,Au_moins_1x_sem,Au_moins_1x_sem,2.0,29.0,0.0,Superieur,Non,Littoral,Urbain
0,0.0,0.0,18,Primaire,Mariee,Non,Jamais,Jamais,Moins_1x_sem,0.3333333333333333,23.0,5.0,Superieur,Non,Littoral,Urbain
0,0.0,0.0,23,Secondaire,Mariee,Non,Jamais,Jamais,Au_moins_1x_sem,0.6666666666666666,30.0,7.0,Superieur,Oui,Littoral,Urbain
1,1.0,0.0,35,Primaire,Separee,Non,Au_moins_1x_sem,Jamais,Jamais,0.6666666666666666,38.0,8.0,Superieur,Non,Littoral,Urbain
1,1.0,0.0,29,Secondaire,Union_libre,Non,Jamais,Au_moins_1x_sem,Au_moins_1x_sem,1.3333333333333333,40.0,11.0,Superieur,Oui,Littoral,Urbain
0,0.0,0.0,29,Superieur,Mariee,Non,Jamais,Jamais,Au_moins_1x_sem,0.6666666666666666,28.0,-1.0,Superieur,Non,Littoral,Urbain
0,0.0,0.0,38,Secondaire,Mariee,Non,Au_moins_1x_sem,Au_moins_1x_sem,Au_moins_1x_sem,2.0,42.0,4.0,Superieur,Oui,Littoral,Urbain
0,0.0,0.0,40,Secondaire,Mariee,Non,Au_moins_1x_sem,Jamais,Au_moins_1x_sem,1.3333333333333333,46.0,6.0,Superieur,Non,Littoral,Urbain
0,0.0,0.0,24,Secondaire,Union_libre,Non,Jamais,Au_moins_1x_sem,Au_moins_1x_sem,1.3333333333333333,31.0,7.0,Superieur,Non,Littoral,Urbain
0,0.0,0.0,47,Secondaire,Separee,Non,Jamais,Moins_1x_sem,Au_moins_1x_sem,1.0,38.0,8.0,Superieur,Oui,Littoral,Urbain
0,0.0,0.0,22,Secondaire,Mariee,Non,Jamais,Jamais,Moins_1x_sem,0.3333333333333333,25.0,3.0,Superieur,Non,Sud,Rural
1,1.0,1.0,28,Primaire,Union_libre,Non,Jamais,Jamais,Jamais,0.0,35.0,7.0,Primaire,Non,Sud,Rural
1,1.0,0.0,19,Secondaire,Mariee,Non,Jamais,Jamais,Au_moins_1x_sem,0.6666666666666666,22.0,3.0,Superieur,Non,Sud,Rural
1,1.0,0.0,20,Secondaire,Mariee,Oui,Jamais,Jamais,Au_moins_1x_sem,0.6666666666666666,25.0,5.0,Superieur,Non,Sud,Rural
0,0.0,0.0,21,Secondaire,Mariee,Non,Jamais,Jamais,Au_moins_1x_sem,0.6666666666666666,28.0,7.0,Superieur,Oui,Sud,Rural
0,0.0,0.0,29,Secondaire,Union_libre,Non,Jamais,Moins_1x_sem,Jamais,0.3333333333333333,33.0,4.0,Superieur,Non,Sud,Rural
1,1.0,1.0,37,Primaire,Mariee,Non,Jamais,Moins_1x_sem,Moins_1x_sem,0.6666666666666666,43.0,6.0,Primaire,Non,Sud,Rural
1,1.0,0.0,29,Primaire,Mariee,Non,Moins_1x_sem,Jamais,Au_moins_1x_sem,1.0,35.0,6.0,Secondaire,Non,Sud,Rural
0,0.0,0.0,23,Primaire,Mariee,Non,Jamais,Jamais,Jamais,0.0,44.0,21.0,Secondaire,Non,Sud,Rural
0,0.0,0.0,22,Primaire,Mariee,Oui,Jamais,Jamais,Au_moins_1x_sem,0.6666666666666666,30.0,8.0,Secondaire,Non,Sud,Rural
0,0.0,0.0,33,Primaire,Mariee,Non,Jamais,Jamais,Jamais,0.0,56.0,23.0,Aucun,Non,Sud,Rural
0,0.0,0.0,23,Secondaire,Mariee,Non,Jamais,Jamais,Jamais,0.0,45.0,22.0,Superieur,Oui,Sud,Rural
0,0.0,0.0,29,Primaire,Mariee,Non,Jamais,Au_moins_1x_sem,Jamais,0.6666666666666666,33.0,4.0,Secondaire,Non,Sud,Rural
0,0.0,0.0,21,Primaire,Mariee,Oui,Jamais,Moins_1x_sem,Au_moins_1x_sem,1.0,37.0,16.0,Secondaire,Non,Sud,Rural
0,0.0,0.0,30,Secondaire,Mariee,Non,Jamais,Au_moins_1x_sem,Moins_1x_sem,1.0,36.0,6.0,Secondaire,Non,Sud,Rural
0,0.0,0.0,46,Aucun,Mariee,Non,Jamais,Moins_1x_sem,Jamais,0.3333333333333333,50.0,4.0,Aucun,Non,Extreme_Nord,Rural
0,0.0,0.0,33,Aucun,Mariee,Non,Jamais,Jamais,Jamais,0.0,36.0,3.0,Aucun,Non,Extreme_Nord,Rural
0,0.0,0.0,46,Primaire,Mariee,Non,Jamais,Jamais,Jamais,0.0,93.0,47.0,Aucun,Non,Extreme_Nord,Rural
1,0.0,1.0,19,Aucun,Mariee,Non,Jamais,Jamais,Jamais,0.0,25.0,6.0,Aucun,Non,Extreme_Nord,Rural
0,0.0,0.0,17,Aucun,Mariee,Non,Jamais,Jamais,Jamais,0.0,30.0,13.0,Aucun,Non,Extreme_Nord,Rural
0,0.0,0.0,25,Primaire,Mariee,Non,Jamais,Jamais,Jamais,0.0,32.0,7.0,Superieur,Non,Extreme_Nord,Rural
0,0.0,0.0,43,Aucun,Veuve,Non,Jamais,Jamais,Jamais,0.0,38.0,8.0,Superieur,Non,Extreme_Nord,Rural
0,0.0,0.0,16,Aucun,Mariee,Non,Jamais,Jamais,Jamais,0.0,28.0,12.0,Aucun,Non,Extreme_Nord,Rural
0,0.0,0.0,19,Primaire,Mariee,Non,Jamais,Au_moins_1x_sem,Jamais,0.6666666666666666,26.0,7.0,Primaire,Non,Extreme_Nord,Rural
0,0.0,0.0,25,Aucun,Mariee,Non,Jamais,Jamais,Jamais,0.0,32.0,7.0,Aucun,Non,Extreme_Nord,Rural
0,0.0,0.0,43,Primaire,Veuve,Non,Jamais,Jamais,Jamais,0.0,38.0,8.0,Superieur,Non,Extreme_Nord,Rural
0,0.0,0.0,17,Aucun,Mariee,Non,Jamais,Jamais,Jamais,0.0,26.0,9.0,Secondaire,Non,Extreme_Nord,Rural
1,1.0,0.0,25,Secondaire,Mariee,Non,Jamais,Moins_1x_sem,Moins_1x_sem,0.6666666666666666,48.0,23.0,Superieur,Non,Nord_Ouest,Urbain
0,0.0,0.0,36,Secondaire,Mariee,Non,Au_moins_1x_sem,Jamais,Au_moins_1x_sem,1.3333333333333333,40.0,4.0,Primaire,Non,Nord_Ouest,Urbain
1,1.0,1.0,24,Aucun,Mariee,Non,Jamais,Jamais,Jamais,0.0,34.0,10.0,Aucun,Non,Nord_Ouest,Urbain
0,0.0,0.0,27,Aucun,Union_libre,Non,Jamais,Au_moins_1x_sem,Jamais,0.6666666666666666,40.0,13.0,Aucun,Non,Nord_Ouest,Urbain
0,0.0,0.0,16,Primaire,Mariee,Non,Jamais,Moins_1x_sem,Jamais,0.3333333333333333,32.0,16.0,Aucun,Non,Nord_Ouest,Urbain
1,1.0,0.0,35,Aucun,Mariee,Non,Jamais,Jamais,Jamais,0.0,50.0,15.0,Aucun,Non,Nord_Ouest,Urbain
1,1.0,1.0,25,Primaire,Mariee,Non,Jamais,Jamais,Jamais,0.0,56.0,31.0,Aucun,Non,Nord_Ouest,Urbain
0,0.0,0.0,18,Aucun,Mariee,Non,Jamais,Jamais,Jamais,0.0,28.0,10.0,Primaire,Non,Nord_Ouest,Urbain
1,1.0,0.0,37,Aucun,Mariee,Oui,Jamais,Jamais,Jamais,0.0,40.0,3.0,Aucun,Non,Nord_Ouest,Urbain
1,1.0,1.0,45,Aucun,Mariee,Oui,Jamais,Jamais,Jamais,0.0,48.0,3.0,Aucun,Non,Nord_Ouest,Urbain
1,1.0,0.0,27,Aucun,Mariee,Non,Jamais,Jamais,Jamais,0.0,67.0,40.0,Aucun,Non,Nord_Ouest,Urbain
1,1.0,1.0,33,Aucun,Mariee,Non,Jamais,Jamais,Jamais,0.0,50.0,17.0,Aucun,Non,Nord_Ouest,Urbain
0,0.0,0.0,30,Superieur,Mariee,Non,Jamais,Jamais,Jamais,0.0,35.0,5.0,Superieur,Non,Est,Urbain
1,1.0,0.0,33,Secondaire,Mariee,Non,Jamais,Au_moins_1x_sem,Au_moins_1x_sem,1.3333333333333333,37.0,4.0,Superieur,Oui,Est,Urbain
0,0.0,0.0,28,Secondaire,Mariee,Non,Au_moins_1x_sem,Moins_1x_sem,Au_moins_1x_sem,1.6666666666666667,35.0,7.0,Superieur,Non,Est,Urbain
0,0.0,0.0,35,Secondaire,Mariee,Non,Jamais,Jamais,Au_moins_1x_sem,0.6666666666666666,40.0,5.0,Superieur,Oui,Est,Urbain
0,0.0,0.0,29,Superieur,Mariee,Non,Moins_1x_sem,Moins_1x_sem,Au_moins_1x_sem,1.3333333333333333,39.0,10.0,Superieur,Non,Est,Urbain
0,0.0,0.0,46,Superieur,Mariee,Non,Au_moins_1x_sem,Au_moins_1x_sem,Au_moins_1x_sem,2.0,48.0,2.0,Superieur,Oui,Est,Urbain
1,1.0,0.0,33,Secondaire,Mariee,Non,Moins_1x_sem,Jamais,Au_moins_1x_sem,1.0,40.0,7.0,Superieur,Oui,Est,Urbain
0,0.0,0.0,18,Primaire,Mariee,Non,Jamais,Moins_1x_sem,Moins_1x_sem,0.6666666666666666,45.0,27.0,Superieur,Oui,Nord_Ouest,Rural
1,1.0,1.0,39,Primaire,Mariee,Non,Jamais,Jamais,Jamais,0.0,43.0,4.0,Aucun,Oui,Nord_Ouest,Rural
1,1.0,1.0,20,Aucun,Divorcee,Non,Jamais,Jamais,Jamais,0.0,38.0,8.0,Superieur,Non,Nord_Ouest,Rural
0,0.0,0.0,24,Primaire,Mariee,Oui,Jamais,Jamais,Jamais,0.0,26.0,2.0,Secondaire,Non,Nord_Ouest,Rural
1,1.0,0.0,45,Aucun,Mariee,Non,Jamais,Jamais,Jamais,0.0,53.0,8.0,Aucun,Oui,Nord_Ouest,Rural
1,1.0,1.0,39,Aucun,Mariee,Non,Jamais,Jamais,Jamais,0.0,41.0,2.0,Superieur,Oui,Nord_Ouest,Rural
1,1.0,1.0,44,Aucun,Mariee,Non,Jamais,Jamais,Jamais,0.0,48.0,4.0,Aucun,Oui,Nord_Ouest,Rural
0,0.0,0.0,28,Secondaire,Separee,Non,Moins_1x_sem,Moins_1x_sem,Jamais,0.6666666666666666,38.0,8.0,Superieur,Non,Nord,Urbain
1,1.0,0.0,22,Primaire,Union_libre,Non,Jamais,Moins_1x_sem,Au_moins_1x_sem,1.0,40.0,18.0,Secondaire,Oui,Nord,Urbain
0,0.0,0.0,36,Secondaire,Separee,Oui,Moins_1x_sem,Jamais,Jamais,0.3333333333333333,38.0,8.0,Superieur,Oui,Nord,Urbain
0,0.0,0.0,33,Primaire,Mariee,Non,Jamais,Jamais,Au_moins_1x_sem,0.6666666666666666,50.0,17.0,Aucun,Non,Nord,Urbain
0,0.0,0.0,37,Primaire,Mariee,Non,Jamais,Jamais,Jamais,0.0,47.0,10.0,Secondaire,Non,Nord,Urbain
0,0.0,0.0,34,Secondaire,Mariee,Non,Jamais,Jamais,Au_moins_1x_sem,0.6666666666666666,49.0,15.0,Superieur,Oui,Nord,Urbain
1,1.0,0.0,35,Secondaire,Divorcee,Non,Moins_1x_sem,Jamais,Au_moins_1x_sem,1.0,38.0,8.0,Superieur,Oui,Nord,Urbain
0,0.0,0.0,38,Primaire,Veuve,Non,Jamais,Jamais,Au_moins_1x_sem,0.6666666666666666,38.0,8.0,Superieur,Oui,Nord,Urbain
1,1.0,0.0,22,Secondaire,Union_libre,Oui,Jamais,Jamais,Au_moins_1x_sem,0.6666666666666666,25.0,3.0,Superieur,Oui,Nord,Urbain
0,0.0,0.0,37,Secondaire,Mariee,Non,Jamais,Moins_1x_sem,Au_moins_1x_sem,1.0,45.0,8.0,Secondaire,Oui,Nord,Urbain
0,0.0,0.0,30,Primaire,Mariee,Non,Moins_1x_sem,Moins_1x_sem,Moins_1x_sem,1.0,35.0,5.0,Secondaire,Oui,Ouest,Rural
0,0.0,0.0,39,Primaire,Mariee,Non,Jamais,Au_moins_1x_sem,Jamais,0.6666666666666666,70.0,31.0,Aucun,Oui,Ouest,Rural
0,0.0,0.0,40,Primaire,Mariee,Non,Moins_1x_sem,Moins_1x_sem,Moins_1x_sem,1.0,41.0,1.0,Secondaire,Oui,Ouest,Rural
0,0.0,0.0,30,Secondaire,Mariee,Non,Jamais,Jamais,Moins_1x_sem,0.3333333333333333,40.0,10.0,Superieur,Non,Ouest,Rural
1,1.0,1.0,39,Primaire,Mariee,Non,Jamais,Jamais,Jamais,0.0,45.0,6.0,Primaire,Oui,Ouest,Rural
0,0.0,0.0,48,Primaire,Mariee,Non,Moins_1x_sem,Moins_1x_sem,Moins_1x_sem,1.0,65.0,17.0,Secondaire,Oui,Ouest,Rural
1,1.0,1.0,39,Primaire,Mariee,Non,Jamais,Jamais,Jamais,0.0,44.0,5.0,Secondaire,Oui,Ouest,Rural
0,0.0,0.0,36,Primaire,Mariee,Non,Jamais,Au_moins_1x_sem,Au_moins_1x_sem,1.3333333333333333,38.0,2.0,Secondaire,Oui,Ouest,Rural
0,0.0,0.0,36,Primaire,Mariee,Non,Jamais,Jamais,Jamais,0.0,42.0,6.0,Secondaire,Oui,Ouest,Rural
0,0.0,0.0,33,Secondaire,Mariee,Non,Jamais,Jamais,Au_moins_1x_sem,0.6666666666666666,42.0,9.0,Superieur,Oui,Ouest,Rural
1,1.0,0.0,28,Secondaire,Mariee,Non,Au_moins_1x_sem,Au_moins_1x_sem,Moins_1x_sem,1.6666666666666667,37.0,9.0,Secondaire,Non,Ouest,Rural
0,0.0,0.0,30,Primaire,Mariee,Non,Jamais,Jamais,Jamais,0.0,42.0,12.0,Secondaire,Oui,Ouest,Rural
0,0.0,0.0,24,Secondaire,Mariee,Non,Moins_1x_sem,Moins_1x_sem,Moins_1x_sem,1.0,34.0,10.0,Superieur,Non,Extreme_Nord,Urbain
0,0.0,0.0,25,Secondaire,Union_libre,Non,Jamais,Au_moins_1x_sem,Au_moins_1x_sem,1.3333333333333333,33.0,8.0,Superieur,Oui,Extreme_Nord,Urbain
1,1.0,0.0,18,Secondaire,Union_libre,Oui,Jamais,Jamais,Au_moins_1x_sem,0.6666666666666666,20.0,2.0,Superieur,Non,Extreme_Nord,Urbain
0,0.0,0.0,21,Secondaire,Union_libre,Non,Jamais,Jamais,Jamais,0.0,23.0,2.0,Superieur,Non,Extreme_Nord,Urbain
1,1.0,1.0,42,Primaire,Mariee,Non,Moins_1x_sem,Moins_1x_sem,Moins_1x_sem,1.0,46.0,4.0,Superieur,Non,Extreme_Nord,Urbain
0,0.0,0.0,43,Secondaire,Union_libre,Non,Au_moins_1x_sem,Au_moins_1x_sem,Au_moins_1x_sem,2.0,48.0,5.0,Superieur,Oui,Extreme_Nord,Urbain
1,1.0,0.0,24,Secondaire,Union_libre,Non,Jamais,Jamais,Moins_1x_sem,0.3333333333333333,30.0,6.0,Superieur,Oui,Extreme_Nord,Urbain
0,0.0,0.0,44,Secondaire,Union_libre,Non,Au_moins_1x_sem,Au_moins_1x_sem,Au_moins_1x_sem,2.0,50.0,6.0,Superieur,Non,Extreme_Nord,Urbain
1,1.0,0.0,39,Superieur,Mariee,Non,Moins_1x_sem,Moins_1x_sem,Moins_1x_sem,1.0,39.0,0.0,Superieur,Oui,Extreme_Nord,Urbain
0,0.0,0.0,30,Secondaire,Union_libre,Non,Moins_1x_sem,Moins_1x_sem,Moins_1x_sem,1.0,31.0,1.0,Secondaire,Oui,Extreme_Nord,Urbain
1,1.0,0.0,42,Primaire,Separee,Non,Jamais,Jamais,Au_moins_1x_sem,0.6666666666666666,38.0,8.0,Superieur,Oui,Extreme_Nord,Urbain
1,1.0,1.0,28,Secondaire,Union_libre,Non,Moins_1x_sem,Au_moins_1x_sem,Au_moins_1x_sem,1.6666666666666667,39.0,11.0,Superieur,Oui,Extreme_Nord,Urbain
0,0.0,0.0,26,Secondaire,Mariee,Non,Moins_1x_sem,Moins_1x_sem,Moins_1x_sem,1.0,36.0,10.0,Superieur,Non,Extreme_Nord,Urbain
0,0.0,0.0,32,Primaire,Mariee,Non,Jamais,Moins_1x_sem,Jamais,0.3333333333333333,41.0,9.0,Superieur,Oui,Ouest,Rural
0,0.0,0.0,41,Primaire,Veuve,Non,Jamais,Au_moins_1x_sem,Au_moins_1x_sem,1.3333333333333333,38.0,8.0,Superieur,Oui,Ouest,Rural
0,0.0,0.0,29,Primaire,Mariee,Non,Jamais,Moins_1x_sem,Moins_1x_sem,0.6666666666666666,42.0,13.0,Secondaire,Oui,Ouest,Rural
0,0.0,0.0,37,Secondaire,Mariee,Non,Jamais,Jamais,Jamais,0.0,42.0,5.0,Primaire,Oui,Ouest,Rural
0,0.0,0.0,42,Primaire,Mariee,Non,Jamais,Moins_1x_sem,Moins_1x_sem,0.6666666666666666,50.0,8.0,Secondaire,Oui,Ouest,Rural
0,0.0,0.0,18,Primaire,Mariee,Non,Jamais,Moins_1x_sem,Jamais,0.3333333333333333,32.0,14.0,Primaire,Non,Nord_Ouest,Rural
1,1.0,0.0,38,Aucun,Mariee,Non,Jamais,Jamais,Jamais,0.0,43.0,5.0,Aucun,Non,Nord_Ouest,Rural
0,0.0,0.0,23,Aucun,Mariee,Non,Jamais,Jamais,Jamais,0.0,40.0,17.0,Aucun,Non,Nord_Ouest,Rural
0,0.0,0.0,47,Aucun,Mariee,Non,Jamais,Jamais,Jamais,0.0,70.0,23.0,Aucun,Non,Nord_Ouest,Rural
0,0.0,0.0,46,Aucun,Divorcee,Non,Jamais,Jamais,Jamais,0.0,38.0,8.0,Superieur,Non,Nord_Ouest,Rural
0,0.0,0.0,30,Secondaire,Mariee,Non,Jamais,Jamais,Jamais,0.0,37.0,7.0,Superieur,Non,Nord_Ouest,Rural
0,0.0,0.0,46,Aucun,Mariee,Oui,Jamais,Jamais,Jamais,0.0,55.0,9.0,Aucun,Non,Nord_Ouest,Rural
